1, 12, 801, 801, 801, 100, 802, 802, 802, 802, 200, 12, 13, 803, 15, 16, 17, 803, 300, 804, 804, 804, 804, 804, 400, 400, 400, 501, 502, 503, 504, 505, 506, 507, 601, 800, 602, 603, 511, 512, 513, 800, 13, 803, 13, 800
11, 42, 801, 801, 801, 100, 802, 802, 802, 802, 200, 12, 13, 803, 15, 16, 17, 803, 300, 804, 804, 804, 804, 804, 400, 400, 400, 501, 502, 503, 504, 505, 506, 507, 601, 800, 602, 603, 511, 512, 513, 800, 13, 803, 13, 800
11, 12, 3, 801, 801, 100, 7, 802, 802, 802, 200, 12, 13, 803, 15, 16, 17, 803, 300, 804, 804, 804, 804, 804, 400, 400, 400, 501, 502, 503, 504, 505, 506, 507, 601, 800, 602, 603, 511, 512, 513, 800, 43, 803, 45, 800
11, 12, 801, 4, 801, 100, 802, 802, 802, 802, 200, 12, 13, 803, 15, 16, 17, 803, 300, 804, 804, 804, 804, 804, 400, 400, 400, 501, 502, 503, 504, 505, 506, 507, 601, 800, 602, 603, 511, 512, 513, 800, 13, 4, 13, 800
11, 44, 801, 801, 801, 100, 802, 802, 802, 802, 200, 12, 13, 803, 15, 16, 17, 803, 300, 804, 804, 804, 804, 804, 400, 400, 400, 501, 502, 503, 504, 505, 506, 507, 601, 800, 602, 603, 511, 512, 513, 800, 13, 803, 13, 800
11, 12, 801, 801, 801, 100, 802, 8, 802, 802, 200, 12, 13, 803, 15, 16, 17, 803, 300, 804, 804, 804, 804, 804, 400, 400, 400, 501, 502, 503, 504, 505, 506, 507, 601, 800, 602, 603, 511, 512, 513, 800, 13, 803, 13, 8
11, 12, 801, 801, 801, 100, 802, 802, 9, 802, 200, 12, 13, 803, 15, 16, 17, 803, 300, 804, 804, 804, 804, 804, 400, 400, 400, 501, 502, 503, 504, 505, 506, 507, 601, 800, 602, 603, 511, 512, 513, 800, 13, 803, 13, 800
11, 12, 801, 801, 801, 100, 802, 802, 802, 802, 200, 12, 13, 803, 15, 16, 17, 803, 300, 804, 804, 22, 804, 804, 400, 400, 400, 501, 502, 503, 504, 505, 506, 507, 601, 800, 602, 603, 511, 512, 513, 800, 13, 803, 13, 800
11, 12, 801, 801, 801, 100, 802, 802, 802, 802, 200, 12, 13, 803, 15, 16, 17, 803, 300, 804, 804, 804, 804, 804, 400, 400, 400, 501, 502, 503, 504, 505, 506, 507, 601, 800, 602, 603, 511, 512, 513, 800, 13, 803, 13, 800
19, 14, 801, 801, 801, 100, 802, 802, 802, 802, 200, 14, 14, 14, 14, 14, 14, 14, 300, 19, 21, 21, 804, 24, 25, 400, 400, 501, 502, 503, 504, 505, 506, 507, 601, 800, 602, 603, 511, 512, 513, 800, 14, 14, 14, 14
800, 801, 801, 801, 100, 100, 802, 802, 802, 200, 200, 300, 300, 300, 300, 300, 300, 300, 300, 20, 804, 804, 804, 804, 400, 400, 400, 501, 502, 503, 504, 505, 506, 507, 601, 800, 602, 603, 511, 512, 513, 800, 300, 300, 300, 300
512, 801, 801, 801, 100, 100, 802, 802, 802, 200, 200, 300, 300, 300, 300, 300, 300, 300, 300, 804, 804, 804, 23, 804, 400, 400, 400, 501, 502, 503, 504, 505, 506, 507, 601, 800, 602, 603, 511, 512, 513, 800, 300, 300, 300, 300
513, 801, 801, 801, 100, 100, 802, 802, 802, 200, 200, 300, 300, 300, 300, 300, 300, 300, 300, 804, 804, 804, 23, 804, 400, 400, 400, 501, 502, 503, 504, 505, 506, 507, 601, 800, 602, 603, 511, 512, 513, 800, 300, 300, 300, 300
27, 801, 801, 801, 100, 100, 802, 802, 802, 200, 200, 300, 300, 300, 300, 300, 300, 300, 300, 804, 804, 804, 804, 804, 400, 400, 400, 501, 502, 503, 504, 505, 506, 507, 601, 800, 602, 603, 511, 512, 513, 800, 300, 300, 300, 300
502, 801, 801, 801, 100, 100, 802, 802, 802, 200, 200, 300, 300, 300, 300, 300, 300, 300, 300, 804, 804, 804, 804, 804, 400, 400, 400, 501, 502, 503, 504, 505, 506, 507, 601, 800, 602, 603, 511, 512, 513, 800, 300, 300, 300, 300
29, 801, 801, 801, 100, 100, 802, 802, 802, 200, 200, 300, 300, 300, 300, 300, 300, 300, 300, 804, 804, 804, 804, 804, 400, 400, 400, 501, 502, 603, 504, 505, 506, 507, 601, 800, 602, 603, 511, 512, 513, 800, 300, 300, 300, 300
504, 801, 801, 801, 100, 100, 802, 802, 802, 200, 200, 300, 300, 300, 300, 300, 300, 300, 300, 804, 804, 804, 804, 804, 400, 400, 400, 501, 502, 503, 504, 505, 506, 507, 601, 800, 602, 603, 511, 512, 513, 800, 300, 300, 300, 300
505, 801, 801, 801, 100, 100, 802, 802, 802, 200, 200, 300, 300, 300, 300, 300, 300, 300, 300, 804, 804, 804, 804, 804, 400, 400, 400, 501, 502, 503, 504, 505, 506, 507, 601, 800, 602, 603, 511, 512, 513, 800, 300, 300, 300, 300
506, 801, 801, 801, 100, 100, 802, 802, 802, 200, 200, 300, 300, 300, 300, 300, 300, 300, 300, 804, 804, 804, 804, 804, 400, 400, 400, 501, 502, 503, 504, 505, 506, 507, 601, 800, 602, 603, 511, 512, 513, 800, 300, 300, 300, 300
